# Data acquisitions by iteration (iter npts x y)
 -1.0000000000E+00  1.0000000000E+00      -5.0000000000E+01 -5.0000000000E+01 -2.0270831356E+05
  0.0000000000E+00  2.0000000000E+00       1.3000000000E+02  1.3000000000E+02 -2.0270693272E+05
  1.0000000000E+00  3.0000000000E+00       2.6034659997E+02 -5.0000000000E+01 -2.0270808853E+05
  2.0000000000E+00  4.0000000000E+00      -4.8974512241E+01  8.1241750491E+00 -2.0270758737E+05
  3.0000000000E+00  5.0000000000E+00       3.0900862963E+02  2.6261968918E+02 -2.0270212711E+05
  4.0000000000E+00  6.0000000000E+00       2.9628657726E+02 -2.8139918908E+01 -2.0271411873E+05
  5.0000000000E+00  7.0000000000E+00       9.0494951776E+01  3.1000000000E+02 -2.0270403134E+05
  6.0000000000E+00  8.0000000000E+00      -4.6703771766E+01 -2.2443048322E+01 -2.0271134661E+05
  7.0000000000E+00  9.0000000000E+00      -3.9010760574E+01  1.4780718529E+02 -2.0271239923E+05
  8.0000000000E+00  1.0000000000E+01       1.8893993328E+02 -3.4665296382E+00 -2.0271403764E+05
  9.0000000000E+00  1.1000000000E+01       1.7413195667E+02  1.8052885576E+00 -2.0271182978E+05
  1.0000000000E+01  1.2000000000E+01       2.8471648090E+02 -2.0585101898E+01 -2.0271633128E+05
  1.1000000000E+01  1.3000000000E+01       2.7211380140E+02 -2.3242316828E+01 -2.0271658669E+05
  1.2000000000E+01  1.4000000000E+01       2.6488031485E+02 -1.3280858040E+01 -2.0271822319E+05
  1.3000000000E+01  1.5000000000E+01       2.3935645119E+02 -8.3671309601E+00 -2.0271862532E+05
  1.4000000000E+01  1.6000000000E+01       2.4315421454E+02  5.4596043168E+00 -2.0271888005E+05
  1.5000000000E+01  1.7000000000E+01       2.2107448362E+02  1.0534111703E+01 -2.0271881212E+05
  1.6000000000E+01  1.8000000000E+01       2.2564984648E+02  3.4784485313E+01 -2.0271272196E+05
  1.7000000000E+01  1.9000000000E+01       2.4327778998E+02  1.7861273254E+02 -2.0271475671E+05
  1.8000000000E+01  2.0000000000E+01       2.2497964598E+02  8.1140078059E-01 -2.0271901478E+05
  1.9000000000E+01  2.1000000000E+01       2.0674268817E+02  2.0097650250E+02 -2.0271339939E+05
  2.0000000000E+01  2.2000000000E+01       2.3875875800E+02  1.4433686550E+02 -2.0270889444E+05
  2.1000000000E+01  2.3000000000E+01       2.7240025040E+02  1.9853521566E+02 -2.0271416651E+05
  2.2000000000E+01  2.4000000000E+01       1.5252501522E+01  1.9157847330E+02 -2.0271589559E+05
  2.3000000000E+01  2.5000000000E+01       5.4979352056E+01  2.0115025761E+02 -2.0271599808E+05
  2.4000000000E+01  2.6000000000E+01       4.8441125908E+01  1.7327790426E+02 -2.0271786570E+05
  2.5000000000E+01  2.7000000000E+01       8.3615048803E+01  1.7870062581E+02 -2.0271759316E+05
  2.6000000000E+01  2.8000000000E+01       6.7288768321E+01  1.5572154137E+02 -2.0271540312E+05
  2.7000000000E+01  2.9000000000E+01       1.1540330539E+02  2.0037391092E+02 -2.0271382658E+05
  2.8000000000E+01  3.0000000000E+01       2.8413314447E+01  7.5730015860E+01 -2.0270063321E+05
  2.9000000000E+01  3.1000000000E+01       1.3983754491E+01  1.6080608579E+02 -2.0271446385E+05
  3.0000000000E+01  3.2000000000E+01       1.6293765476E+02  2.5021396660E+02 -2.0270116554E+05
  3.1000000000E+01  3.3000000000E+01       1.6176016102E+02  1.7669078946E+02 -2.0271638508E+05
  3.2000000000E+01  3.4000000000E+01       3.1000000000E+02  1.8057436047E+02 -2.0271716559E+05
  3.3000000000E+01  3.5000000000E+01       2.6393530243E+02  9.2062587024E+01 -2.0269798741E+05
  3.4000000000E+01  3.6000000000E+01       2.3642079505E+02  1.2536328455E+00 -2.0271925304E+05
  3.5000000000E+01  3.7000000000E+01       2.3291978034E+02  3.0250014698E+00 -2.0271923807E+05
  3.6000000000E+01  3.8000000000E+01       6.1261673578E+01  1.7727283543E+01 -2.0270874326E+05
  3.7000000000E+01  3.9000000000E+01       1.2851455777E+02  6.9519043370E+01 -2.0270033319E+05
  3.8000000000E+01  4.0000000000E+01       4.4263497056E+01  2.6367527172E+02 -2.0270036817E+05
  3.9000000000E+01  4.1000000000E+01       1.9007968873E+02  9.7309328415E+01 -2.0270101577E+05
  4.0000000000E+01  4.2000000000E+01       1.6618286854E+02  2.9520092191E+02 -2.0269927336E+05
  4.1000000000E+01  4.3000000000E+01      -3.9253341322E+01  6.2228518722E+01 -2.0269920455E+05
  4.2000000000E+01  4.4000000000E+01       2.3443668685E+02  2.5232855610E+02 -2.0269906901E+05
  4.3000000000E+01  4.5000000000E+01      -5.3180595816E+00  1.0933502329E+02 -2.0270141893E+05
  4.4000000000E+01  4.6000000000E+01       7.8116462294E+01  1.0294103723E+02 -2.0270117495E+05
  4.5000000000E+01  4.7000000000E+01       2.8515770407E+01  3.1000000000E+02 -2.0270012834E+05
  4.6000000000E+01  4.8000000000E+01      -1.0057038224E+01  2.3270013709E+02 -2.0270616120E+05
  4.7000000000E+01  4.9000000000E+01       1.0334606118E+02  2.5555439480E+02 -2.0270082736E+05
  4.8000000000E+01  5.0000000000E+01       9.5547633170E+01 -1.3337800706E+01 -2.0270450024E+05
  4.9000000000E+01  5.1000000000E+01       1.0552319840E+02  3.7669070500E+01 -2.0269837120E+05
  5.0000000000E+01  5.2000000000E+01       7.3730008382E+00  3.6247635756E+01 -2.0270229146E+05
  5.1000000000E+01  5.3000000000E+01       1.8540112198E+02  1.4014839603E+02 -2.0270955103E+05
  5.2000000000E+01  5.4000000000E+01       2.6225500465E+01 -1.0677807641E+01 -2.0270268501E+05
  5.3000000000E+01  5.5000000000E+01       1.7825271148E+02  5.9256422787E+01 -2.0270668508E+05
  5.4000000000E+01  5.6000000000E+01       1.4059834622E+02 -3.5038527350E+01 -2.0269957466E+05
  5.5000000000E+01  5.7000000000E+01       2.8645855623E+02  2.3273275443E+02 -2.0270629684E+05
  5.6000000000E+01  5.8000000000E+01       2.9412208308E+02  1.1600352435E+02 -2.0270324591E+05
  5.7000000000E+01  5.9000000000E+01      -1.8670772276E+00  2.7765006837E+02 -2.0269897256E+05
  5.8000000000E+01  6.0000000000E+01       2.8813596047E+02  1.7134776189E+02 -2.0271654111E+05
  5.9000000000E+01  6.1000000000E+01       7.0395400218E+01  5.9257409335E+01 -2.0270112406E+05
  6.0000000000E+01  6.2000000000E+01       2.1018854859E+02  2.8104428039E+02 -2.0269846107E+05
  6.1000000000E+01  6.3000000000E+01       3.6949549111E+01  1.2381092827E+02 -2.0270580698E+05
  6.2000000000E+01  6.4000000000E+01       1.2319167950E+02  2.8187913779E+02 -2.0269856734E+05
  6.3000000000E+01  6.5000000000E+01       2.7731273593E+02  5.3090330103E+01 -2.0270316405E+05
  6.4000000000E+01  6.6000000000E+01       2.2832592968E+02  1.1351722563E+02 -2.0270070529E+05
  6.5000000000E+01  6.7000000000E+01       1.6105842706E+02  2.1793811752E+02 -2.0271017481E+05
  6.6000000000E+01  6.8000000000E+01       2.2294112105E+02  7.4685293119E+01 -2.0270088634E+05
  6.7000000000E+01  6.9000000000E+01       4.0376777354E+01  2.3416995828E+02 -2.0270651586E+05
  6.8000000000E+01  7.0000000000E+01       2.6675847757E+02  2.7321338626E+02 -2.0270014886E+05
  6.9000000000E+01  7.1000000000E+01       1.2586086205E+02  1.5926337040E+02 -2.0271393269E+05
  7.0000000000E+01  7.2000000000E+01       2.0004155201E+02 -4.4995103032E+01 -2.0270491723E+05
  7.1000000000E+01  7.3000000000E+01      -4.6563563582E+01  8.9893617209E+01 -2.0269892755E+05
  7.2000000000E+01  7.4000000000E+01       5.9285926714E+01 -2.7130777331E+01 -2.0270804927E+05
  7.3000000000E+01  7.5000000000E+01       1.9778957628E+02  2.3676196843E+02 -2.0270381775E+05
  7.4000000000E+01  7.6000000000E+01       1.4710473371E+02  3.7564440355E+01 -2.0270663407E+05
  7.5000000000E+01  7.7000000000E+01       1.4930126539E+02  9.8979540990E+01 -2.0270147368E+05
  7.6000000000E+01  7.8000000000E+01       8.4483870889E+01  2.2649338995E+02 -2.0270839711E+05
  7.7000000000E+01  7.9000000000E+01       2.4098002208E+02  2.1929788537E+02 -2.0270765609E+05
  7.8000000000E+01  8.0000000000E+01       7.4597998565E+01  2.8249040080E+02 -2.0270123157E+05
  7.9000000000E+01  8.1000000000E+01       2.0508040668E+02  1.6488942386E+02 -2.0271437166E+05
  8.0000000000E+01  8.2000000000E+01      -3.8807931256E+01  2.1374021377E+02 -2.0271175741E+05
  8.1000000000E+01  8.3000000000E+01      -8.5600034896E+00  7.3099110294E+00 -2.0269629321E+05
  8.2000000000E+01  8.4000000000E+01       1.2582897111E+02  7.0298110146E+00 -2.0269713438E+05
  8.3000000000E+01  8.5000000000E+01      -4.8123298435E+00 -3.7968367506E+01 -2.0270048717E+05
  8.4000000000E+01  8.6000000000E+01      -7.4412785398E+00  7.4216451720E+01 -2.0269870939E+05
  8.5000000000E+01  8.7000000000E+01       1.2788614964E+02  2.3356732809E+02 -2.0270522674E+05
  8.6000000000E+01  8.8000000000E+01       9.5536790002E+01  1.2984900056E+02 -2.0270736079E+05
  8.7000000000E+01  8.9000000000E+01       1.1057191804E+02  9.5983578000E+01 -2.0269944192E+05
  8.8000000000E+01  9.0000000000E+01      -1.5492230810E+01  1.7832568693E+02 -2.0271603607E+05
  8.9000000000E+01  9.1000000000E+01       4.1451886605E+01  4.2969231123E+01 -2.0270551515E+05
  9.0000000000E+01  9.2000000000E+01      -6.1635748905E+00  1.3570730029E+02 -2.0270813178E+05
  9.1000000000E+01  9.3000000000E+01       2.6775071089E+02  1.3305432521E+02 -2.0270670410E+05
  9.2000000000E+01  9.4000000000E+01       2.9491086611E+02  3.3016155164E+01 -2.0270603682E+05
  9.3000000000E+01  9.5000000000E+01       1.6914528502E+02 -2.9064208426E+01 -2.0270441831E+05
  9.4000000000E+01  9.6000000000E+01       1.3836409465E+01  2.5327655464E+02 -2.0270093747E+05
  9.5000000000E+01  9.7000000000E+01      -2.5832103212E+01  3.4437288667E+01 -2.0269915051E+05
  9.6000000000E+01  9.8000000000E+01       2.3587353557E+02  2.8933321545E+02 -2.0270041187E+05
  9.7000000000E+01  9.9000000000E+01      -3.3087374112E+01  1.1740458431E+02 -2.0270353568E+05
  9.8000000000E+01  1.0000000000E+02      -2.3255356710E+01  2.5504557227E+02 -2.0270188043E+05
  9.9000000000E+01  1.0100000000E+02       1.5696662461E+02  1.4841408344E+02 -2.0271195565E+05
  1.0000000000E+02  1.0200000000E+02       3.0186661470E+01  1.5491719146E+01 -2.0270703800E+05
